UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_ACA-03_19","Student pathologizes self-regulation behaviors, mistaking healthy checking and revision cycles for anxiety or perfectionism, rather than recognizing them as hallmarks of metacognitive self-awareness and adaptive learning.","label-retrieval","Students may internalize 'checking my work means I'm anxious' and avoid productive review. Reframe checking as a power move: 'Self-editors catch mistakes before teachers do.' Show the difference between perfectionism (fear-driven, paralyzing) and self-regulation (task-focused, productive). Celebrate specific revision improvements."
"PQ_ACA-03_2","Student conflates the temporal sequence of SRL phases, placing execution or evaluation before planning, thereby misidentifying which self-regulation operations belong to the initial forethought stage.","sequence-inversion","Students often mix up phase order because they recall fragments without the underlying model. Create a visual timeline: Planning → Doing → Evaluating. Have students label a brief case study with each phase. Repeat this anchoring before assessing phase-specific knowledge again."
"PQ_ACA-03_20","Student truncates an intervention to isolated goal-setting or ignores the recursive cycle of planning, executing, monitoring, and reflecting, resulting in incomplete intervention design that omits key self-regulated learning components.","scope-undergeneralization","Some students recognize goal-setting but forget the feedback loop. Present two intervention sketches: one with goals only, one with strategy, monitoring, and reflection. Discuss why the second catches more learning obstacles. Have students audit an actual school plan to spot missing components."
"PQ_ACA-03_3","Student conflates metacognition with raw cognitive power or processing speed, overlooking the reflective, self-directed aspect of thinking about one's own thinking and monitoring understanding.","model-conflation","Metacognition is slippery because it involves cognition. Anchor it with concrete examples: 'I didn't understand that sentence, so I reread it' (metacognition) versus 'I process information quickly' (speed, not metacognition). Have students identify metacognitive moments in a classroom video, listing specific awareness statements."
"PQ_ACA-03_4","Student interprets overt verbalization and step-by-step checking as indicators of ability or intention-setting, rather than recognizing the core monitoring function—the continuous verification that understanding is occurring during task execution.","purpose-confusion","Students might see think-aloud as showing off or as goal-setting when it's actually checking. Model think-aloud with explicit commentary: 'I just said that step aloud because I wanted to catch any mistakes—that's monitoring.' Have students practice on a math problem, emphasizing the checking-for-errors function."
"PQ_ACA-03_5","Student overweights innate intelligence or presumes learning disabilities as the cause of underperformance, overlooking the specific role of weak metacognitive skills and self-monitoring gaps in an otherwise capable learner.","tier-level-confusion","A student might say 'I'm just not smart' or expect a disability diagnosis when the real issue is not checking their work. Administer a quick metacognitive probe: have them solve a problem and then talk through what they were thinking. Show them how adding a 'check step' improves accuracy. Emphasize: ability is there; awareness needs training."
"PQ_ACA-03_6","Student mistakes actual capability or internal drive for self-efficacy, conflating objective ability with subjective belief in capability, or conflating motivation with confidence in a particular task or domain.","consent-confidentiality-confusion","Self-efficacy is task-specific belief, not general talent. A student might say 'I'm good at math, so I should feel confident in algebra' without acknowledging that new algebra tasks may lower efficacy temporarily. Have them rate confidence on a specific skill (e.g., 'Solving two-step equations') versus a broader domain. Discuss why confidence on one task may not generalize."
"PQ_ACA-03_7","Student assumes self-efficacy uniformly affects all academic domains or attributes low writing confidence to global academic failure, overlooking the domain-specific nature of self-efficacy and its task-directed behavioral consequences.","population-confusion","Low writing efficacy does not predict failure in math or art, yet students often generalize. Ask: 'Are you avoiding writing specifically, or avoiding all subjects?' Plot their effort and avoidance across three subjects to show the pattern. Then address writing through targeted strategy instruction, not global motivation talk."
"PQ_ACA-03_8","Student equates note-taking with verbatim capture or single-column recording, missing the dual-column structure and question-generation purpose that distinguish the Cornell method's synthesis-promoting design.","component-confusion","Students often confuse Cornell with 'good note-taking.' Show a side-by-side: verbatim notes versus Cornell notes on the same lecture. Ask which format would let you quiz yourself. Have them convert three lecture fragments into Cornell format, and then use the question column to self-quiz the next day."
"PQ_ACA-03_9","Student extrapolates from personal experience (cramming works if I pass the test) or defers to learning-style myths, underestimating the robust research evidence that spacing study sessions dramatically boosts long-term retention and transfer.","causation-correlation","Students experience short-term success with cramming and assume it works. Distinguish 'passing tomorrow's test' from 'remembering in six weeks.' Show a spacing-effect graph. Then have them apply spacing to their next unit: break it into three study sessions over two weeks and compare results to their typical cram-then-forget cycle."
"PQ_ACA-03_21","Student adopts pattern-recognition or memorization as equivalent to chunking, overlooking the deliberate grouping and compression of information into meaningful units that reduce cognitive load and enhance memory capacity.","validity-reliability-confusion","Students may confuse 'remembering patterns' with 'chunking' because both involve organization. Clarify: chunking is active compression into units (e.g., phone number 555-1234-5678 → 555-MIND-ABLE), while pattern spotting is passive. Model chunking with a long number or vocabulary list, grouping items into three memorable units. Have them test recall after one day."
