UNIQUEID,dominant_error_pattern,error_cluster_tag,instructional_red_flags
"PQ_FAM-03_1","Students confuse reactive external agency coordination with proactive school responsibility, treating foster care coordination as the child welfare department's obligation rather than the school's immediate priority.","role-confusion","When students choose B (waiting for DCFS), ask: 'Who has a legal duty to ensure this student's education continues?' Highlight that IDEA mandates school initiation of contact, not passive receipt. Anchor to the definition of the school's lead role in fostering educational continuity."
"PQ_FAM-03_10","Confidentiality concerns are overgeneralized to absolute prohibitions rather than recognized as context-dependent; the emergency exception to FERPA is collapsed into rigid consent requirements that ignore imminent harm.","scope-undergeneralization","When students select C, pause and ask: 'Can written consent protect a student who is actively being evaluated in an ER?' Scaffold by walking through the sequence: (1) threat assessment, (2) emergency disclosure, (3) post-crisis documentation, (4) delayed consent. Emphasize that FERPA flexibility exists to save lives."
"PQ_FAM-03_11","Students assume maximum transparency (all information shared automatically) solves collaboration, missing the principle that each agency receives only what it needs for its defined role and responsibilities.","scope-overgeneralization","When students select A, challenge: 'Should a crisis service have access to every piece of the IEP, including private medical history and family therapy notes?' Guide them to the three pillars: (1) referral clarity, (2) confidentiality boundaries, (3) use-case restrictions. Emphasize that 'necessary to the mission' constrains scope."
"PQ_FAM-03_12","Students conflate the school's obligation to cooperate with CPS investigations with a prohibition on information sharing, or they reverse this and assume blanket authority to share records without CPS legal status.","consent-confidentiality-confusion","When students choose C (refusing to share), reframe: 'CPS has a legal mandate to investigate child safety. Can you refuse to share observations with law enforcement in a criminal investigation?' Address the FERPA exception for child welfare cases directly. If they choose D, clarify: 'Comprehensive records' requires clear scope limits in writing, not open-ended disclosure."
"PQ_FAM-03_13","Transition to adult services is framed as automatic data transfer rather than as a discontinuity requiring proactive planning, coordination, and informed family/student participation to bridge systems with different intake and consent models.","prerequisite-skipping","When students select A (automatic transition), ask: 'What happens if the adult provider says "We don't accept transfers from schools"?' Use a concrete case: Student aged 17 with school-based mental health care; on age 18, adult provider requires new intake, new assessment, new consent. Guide them through the three parallel actions: (1) educate family about adult system differences, (2) coordinate with receiving agencies, (3) ensure student input."
"PQ_FAM-03_14","Medical recommendations are bifurcated into either immediate action (bypassing documentation) or deferred decision-making, when the correct path integrates medical input into formal educational planning without false urgency or bureaucratic stalling.","indirect-direct-confusion","When students choose A (implement immediately) or D (decline to act), explain the middle path: Request the medical summary, consult the IEP/504 team, and document the decision rationale in the next review or amendment. If they picked C (defer to medical provider), frame this as reversal of the collaborative hierarchy: the IEP team is the decision-maker, informed by medical input, not subordinate to it."
"PQ_FAM-03_15","Privacy protections are overcorrected into isolation (avoiding all communication with health centers) when proper practice requires coordinated information sharing governed by signed releases and HIPAA/FERPA boundaries.","model-conflation","When students select A, clarify: 'Sharing WITH consent and coordination is how you protect privacy, not how you violate it.' Walk through: (1) signed ROI specifies data and purpose, (2) health center provides only its data, (3) school provides only education data, (4) both respect student benefit. Contrast with the misconception: 'Privacy = silence.'"
"PQ_FAM-03_16","Trafficking disclosure is treated as a confidentiality situation requiring prolonged investigation or discretion, when it is actually a mandatory reporting trigger requiring immediate law enforcement and victim service coordination without delay.","treatment-assessment-confusion","When students select C (conducting private investigation), reframe urgently: 'Trafficking is a crime and a safety emergency. Your role is witness and reporter, not investigator.' If they choose D (maintain absolute confidentiality), cite mandatory reporting law directly and explain the carve-out for victim safety. Use a rapid decision tree: Disclosure → Immediate report → Connect victim services → Document."
"PQ_FAM-03_17","Information sharing across wraparound agencies is treated as either fully transparent (all data to all partners) or minimalist (verbal consent for scraps), missing the necessity of granular, written authorization specifying recipient, data type, and purpose.","component-confusion","When students choose A or D, ask: 'If you share reading level data with the family therapist, does the employment counselor also need it?' Scaffold the correct principle: Each agency in wraparound gets only what it needs for its piece of the plan, authorized in writing. If verbal consent was selected, contrast: 'Verbal consent fades; written consent is verifiable and defendable.'"
"PQ_FAM-03_18","Community-based counselors working in schools are conflated with school employees, bypassing the formal MOUs that establish liability, confidentiality boundaries, supervision authority, and agency jurisdiction when external clinical staff operate on campus.","eligibility-criteria-confusion","When students select A or C, explain the core risk: If the community counselor is negligent or breaches confidentiality, who is liable? An MOU clarifies this before crisis. Walk through the MOU checklist: (1) licensure/credentials, (2) liability assignment, (3) confidentiality scope (HIPAA applies to them, FERPA to you), (4) clinical supervision authority. Emphasize: 'Physical proximity ≠ employment.'"
